sound name,total duration,intensity,spectraltilt,median F0,mean F0,sd F0,min F0,max F0,number pulses,number periods,mean periods,sd period,fraction of locally unvoiced frames,fraction,number of voice breaks,degree of voice breaks,degree,jitter local,jitter local abs,jitter rap,jitter ppq5,shimmer local,shimmer local db,shimmer apq3,shimmer apq5,shimmer apq11,mean autocorr,mean NHR,mean HNR,F1,F2,F3,F4
3508_,6.797,45.788,-23.19,177.186,175.534,10.88,158.421,188.56,24,23,5.702,0.422,98.153,of locally unvoiced frames: 98.153%   (797 / 812),0,0,of voice breaks: 0   (0 seconds / 6.797350 seconds),3.754,214.058,1.948,1.614,13.916,1.161,6.539,9.34,15.028,0.944,0.068,14.555,821.716,1864.379,2944.801,3926.428
3512_TẠ_single,0.481,69.359,-16.202,153.783,156.865,23.89,99.697,197.598,37,35,6.41,1.017,46.296,of locally unvoiced frames: 46.296%   (25 / 54),1,47.577,of voice breaks: 47.577%   (0.228984 seconds / 0.481289 seconds),4.702,301.387,2.817,1.704,11.819,1.913,4.778,5.369,12.992,0.845,0.254,10.177,839.9,1597.335,2714.363,3998.878
3516_,1.117,37.71,-18.17,129.22,125.786,24.288,98.318,146.387,6,4,8.012,1.342,84.733,of locally unvoiced frames: 84.733%   (111 / 131),1,29.977,of voice breaks: 29.977%   (0.334832 seconds / 1.116953 seconds),4.543,363.955, --undefined-- , --undefined-- , --undefined--, --undefined-- , --undefined-- , --undefined-- , --undefined-- ,0.73,0.396,4.658,757.299,1743.143,2799.507,3889.612
3520_TẠ_single,0.368,72.193,-13.163,144.415,145.059,2.072,142.92,149.282,23,22,6.896,0.107,51.22,of locally unvoiced frames: 51.220%   (21 / 41),0,0,of voice breaks: 0   (0 seconds / 0.367777 seconds),0.907,62.531,0.473,0.325,6.238,0.616,2.255,2.901,6.955,0.932,0.083,14.149,854.771,1580.348,2616.481,3800.069
3524_,2.035,46.018,-20.35,162.919,166.897,18.083,136.358,193.483,27,26,5.964,0.647,88.382,of locally unvoiced frames: 88.382%   (213 / 241),0,0,of voice breaks: 0   (0 seconds / 2.035006 seconds),2.001,119.35,0.784,0.905,9.562,1.036,3.545,4.406,8.634,0.926,0.091,13.533,801.224,1816.059,2898.321,3940.56
3528_TÀ_single,0.57,71.261,-17.339,116.365,116.224,5.979,106.875,128.272,65,64,8.573,0.5,0,of locally unvoiced frames: 0   (0 / 65),0,0,of voice breaks: 0   (0 seconds / 0.569889 seconds),1.376,117.974,0.652,0.557,5.804,0.725,2.534,2.588,3.621,0.946,0.074,17.796,803.172,1594.056,2412.74,3979.63
3532_,0.905,30.219,-16.188,103.886,103.73,14.303,90.443,116.705,5,3,9.557,1.16,90.476,of locally unvoiced frames: 90.476%   (95 / 105),1,17.254,of voice breaks: 17.254%   (0.156168 seconds / 0.905118 seconds),6.407,612.286, --undefined-- , --undefined-- , --undefined--, --undefined-- , --undefined-- , --undefined-- , --undefined-- ,0.743,0.373,5.042,805.249,1897.591,2936.715,3917.203
3536_TÀ_single,0.608,70.453,-15.731,116.862,117.99,6.324,109.173,136.985,70,69,8.457,0.476,1.449,of locally unvoiced frames: 1.449%   (1 / 69),0,0,of voice breaks: 0   (0 seconds / 0.608201 seconds),0.821,69.411,0.323,0.325,3.836,0.396,1.543,1.978,2.792,0.966,0.052,19.17,843.122,1613.921,2711.653,3894.191
3540_,2.107,33.867,-18.809,120.5,120.914,1.65,119.413,124.062,7,6,8.282,0.125,95.181,of locally unvoiced frames: 95.181%   (237 / 249),0,0,of voice breaks: 0   (0 seconds / 2.106634 seconds),1.317,109.104,0.779,0.657,32.644,4.013,3.032,8.454, --undefined-- ,0.879,0.161,10.573,848.152,1882.035,2944.304,3985.271
3544_TÁ_single,0.41,70.188,-14.505,136.742,160.906,52.075,114.051,282.447,64,63,6.201,1.786,0,of locally unvoiced frames: 0   (0 / 46),0,0,of voice breaks: 0   (0 seconds / 0.409674 seconds),3.916,242.863,1.979,1.414,9.917,0.877,5.401,5.216,7.033,0.827,0.287,10.55,802.455,1548.194,2625.867,3950.614
