sound name,total duration,intensity,spectraltilt,median F0,mean F0,sd F0,min F0,max F0,number pulses,number periods,mean periods,sd period,fraction of locally unvoiced frames,fraction,number of voice breaks,degree of voice breaks,degree,jitter local,jitter local abs,jitter rap,jitter ppq5,shimmer local,shimmer local db,shimmer apq3,shimmer apq5,shimmer apq11,mean autocorr,mean NHR,mean HNR,F1,F2,F3,F4
5150_,1.747,46.833,-21.819, --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined-- ,1,0, --undefined-- , --undefined-- ,98.125,of locally unvoiced frames: 98.125%   (157 / 160),0,0,of voice breaks: 0   (0 seconds / 0 seconds), --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined--, --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined-- ,931.336,1903.341,3056.804,4022.517
5154_TÚT_single,0.138,75.811,-25.489,181.142,181.561,4.693,176.44,188.645,20,19,5.506,0.145,0,of locally unvoiced frames: 0   (0 / 9),0,0,of voice breaks: 0   (0 seconds / 0.138010 seconds),0.439,24.168,0.076,0.133,1.693,0.15,0.507,0.983,2.281,0.993,0.007,21.925,418.725,869.233,2700.724,3483.275
5158_,1.852,35.383,-12.837,83.308,84.005,3.361,81.048,87.718,4,3,11.675,1.122,93.491,of locally unvoiced frames: 93.491%   (158 / 169),0,0,of voice breaks: 0   (0 seconds / 1.852383 seconds),15.443,1802.943,10.295, --undefined-- ,60.976,8.173, --undefined-- , --undefined-- , --undefined-- ,0.609,0.651,1.934,1005.363,2015.605,3190.753,4138.328
5162_TỤT_single,0.157,74.934,-28.247,132.972,133.476,5.022,126.102,140.928,18,17,7.487,0.3,0,of locally unvoiced frames: 0   (0 / 11),0,0,of voice breaks: 0   (0 seconds / 0.157471 seconds),0.766,57.329,0.218,0.221,2.206,0.197,1.036,0.921,1.066,0.981,0.019,18.075,366.87,856.932,2601.887,3381.973
5166_,1.657,42.476,-19.07, --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined-- ,1,0, --undefined-- , --undefined-- ,100,of locally unvoiced frames: 100.000%   (151 / 151),0,0,of voice breaks: 0   (0 seconds / 0 seconds), --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined--, --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined-- ,1000.077,1989.582,3189.027,4082.999
5170_TỤT_single,0.145,77.751,-28.368,144.166,143.472,2.999,137.269,146.439,17,16,6.987,0.173,0,of locally unvoiced frames: 0   (0 / 10),0,0,of voice breaks: 0   (0 seconds / 0.145440 seconds),0.627,43.775,0.131,0.193,3.051,0.272,0.66,1.66,2.042,0.988,0.012,22.038,388.777,867.849,2470.952,3346.886
5174_,2.805,68.74,-14.692,131.287,128.462,11.654,85.462,162.265,127,124,7.808,0.826,63.178,of locally unvoiced frames: 63.178%   (163 / 258),2,9.411,of voice breaks: 9.411%   (0.263932 seconds / 2.804605 seconds),2.526,197.246,0.997,1.176,9.189,1.123,3.262,5.874,13.667,0.86,0.21,10.828,825.388,1810.459,2920.22,3843.122
5178_ả,0.311,69.374,-7.798,105.319,104.277,16.865,78.339,125.093,31,30,9.687,1.595,11.538,of locally unvoiced frames: 11.538%   (3 / 26),0,0,of voice breaks: 0   (0 seconds / 0.311069 seconds),3.273,317.098,0.575,1.079,10.562,1.335,3.182,4.616,9.629,0.683,0.576,4.214,882.961,1563.574,2422.211,3683.689
5182_,2.625,69.598,-15.915,123.841,120.416,14.873,76.966,157.295,196,192,8.435,1.37,37.344,of locally unvoiced frames: 37.344%   (90 / 241),3,37.167,of voice breaks: 37.167%   (0.975475 seconds / 2.624554 seconds),2.868,241.89,0.906,1.159,9.153,1.3,2.532,4.488,10.586,0.873,0.197,11.585,647.616,1558.717,2655.191,3647.428
5186_ả,0.275,68.895,-8.74,101.863,103.335,14.816,86.126,122.685,26,25,9.717,1.377,9.091,of locally unvoiced frames: 9.091%   (2 / 22),0,0,of voice breaks: 0   (0 seconds / 0.274870 seconds),2.575,250.176,0.649,0.967,12.264,1.225,4.794,6.372,9.609,0.704,0.519,4.618,908.378,1526.824,2343.997,3617.459
5190_,2.716,68.741,-15.465,119.129,116.577,14.136,79.516,155.267,191,187,8.6,1.112,38,of locally unvoiced frames: 38.000%   (95 / 250),3,39.565,of voice breaks: 39.565%   (1.074719 seconds / 2.716366 seconds),1.702,146.368,0.578,0.736,8.618,1.001,2.579,4.915,12.707,0.906,0.13,12.935,639.896,1571.456,2643.908,3634.159
5194_à,0.275,71.568,-10.507,109.765,109.522,1.077,107.824,111.444,27,26,9.132,0.094,0,of locally unvoiced frames: 0   (0 / 22),0,0,of voice breaks: 0   (0 seconds / 0.274664 seconds),0.389,35.53,0.189,0.275,4.647,0.434,2.07,2.048,4.244,0.954,0.05,15.431,890.092,1510.269,2364.792,3474.309
5198_,2.611,69.866,-15.98,118.025,116.844,13.902,73.151,153.136,194,190,8.623,1.123,36.25,of locally unvoiced frames: 36.250%   (87 / 240),3,35.861,of voice breaks: 35.861%   (0.936320 seconds / 2.610971 seconds),2.185,188.384,0.67,0.931,8.908,1.05,2.673,5.05,12.872,0.892,0.165,12.251,636.149,1596.894,2633.839,3695.544
5202_à,0.303,70.436,-10.583,111.347,112.662,4.064,107.189,119.525,31,30,8.878,0.312,0,of locally unvoiced frames: 0   (0 / 25),0,0,of voice breaks: 0   (0 seconds / 0.302625 seconds),0.752,66.749,0.237,0.338,5.606,0.496,2.277,3.743,3.453,0.903,0.126,12.077,850.144,1581.522,2375.944,3385.373
5206_,2.706,69.042,-15.356,119.792,118.015,13.569,71.938,147.796,186,182,8.482,1.073,41.767,of locally unvoiced frames: 41.767%   (104 / 249),3,42.05,of voice breaks: 42.050%   (1.138000 seconds / 2.706274 seconds),1.994,169.168,0.613,0.81,8.976,1.048,2.745,5.183,13.513,0.896,0.145,12.185,676.396,1601.871,2636.218,3676.457
5210_ã,0.28,70.539,-5.821,128.802,133.851,21.161,104.258,165.671,29,27,7.514,1.177,21.739,of locally unvoiced frames: 21.739%   (5 / 23),1,19.34,of voice breaks: 19.340%   (0.054124 seconds / 0.279852 seconds),1.913,143.745,0.641,0.851,11.793,1.404,3.383,6.412,6.108,0.734,0.455,6.017,915.574,1579.102,2523.802,3489.007
5214_,2.639,69.8,-15.2,125.42,123.429,13.133,92.915,161.266,196,192,8.114,0.893,38.272,of locally unvoiced frames: 38.272%   (93 / 243),3,39.286,of voice breaks: 39.286%   (1.036576 seconds / 2.638521 seconds),1.425,115.65,0.435,0.622,7.706,0.939,1.985,4.015,10.758,0.913,0.126,13.943,672.749,1579.608,2669.562,3702.463
5218_ã,0.258,72.303,-6.245,123.756,128.927,16.368,109.202,159.73,31,30,7.761,0.994,0,of locally unvoiced frames: 0   (0 / 21),0,0,of voice breaks: 0   (0 seconds / 0.257577 seconds),1.506,116.887,0.294,0.544,5.051,0.434,1.403,2.425,4.861,0.741,0.419,5.663,968.829,1619.991,2472.772,3610.763
5222_,2.748,69.059,-16.186,122.785,129.036,56.706,80.671,499.336,195,190,7.821,1.892,45.455,of locally unvoiced frames: 45.455%   (115 / 253),4,44.513,of voice breaks: 44.513%   (1.223392 seconds / 2.748383 seconds),1.808,141.392,0.551,0.801,9.587,1.238,2.913,5.481,14.109,0.881,0.182,11.856,681.635,1576.884,2679.2,3740.646
5226_ạ,0.332,68.436,-5.687,102.918,109.685,18.995,84.265,135.034,29,27,9.376,2.054,18.519,of locally unvoiced frames: 18.519%   (5 / 27),1,11.072,of voice breaks: 11.072%   (0.036720 seconds / 0.331649 seconds),8.051,754.864,2.572,3.212,10.756,1.089,3.263,4.261,16.134,0.725,0.438,5.084,887.254,1509.836,2409.403,3834.714
5230_,2.587,70.403,-16.092,120.989,124.503,34.944,70.56,363.056,182,177,8.076,1.621,43.277,of locally unvoiced frames: 43.277%   (103 / 238),3,42.895,of voice breaks: 42.895%   (1.109780 seconds / 2.587223 seconds),2.334,188.463,0.759,1.093,9.376,1.496,3.031,5.286,13.485,0.882,0.175,12.106,676.815,1572.444,2672.482,3621.7
5234_ạ,0.232,69.619,-5.002,124.674,114.319,21.469,73.317,134.089,23,22,9.011,1.907,16.667,of locally unvoiced frames: 16.667%   (3 / 18),0,0,of voice breaks: 0   (0 seconds / 0.231686 seconds),5.719,515.367,1.33,2.437,10.176,1.134,2.124,3.528,11.424,0.681,0.589,3.77,935.806,1625.441,2554.408,3712.463
5238_,2.657,70.101,-14.659,124.868,122.721,11.971,76.401,155.008,187,183,8.157,0.87,40.574,of locally unvoiced frames: 40.574%   (99 / 244),3,41.561,of voice breaks: 41.561%   (1.104188 seconds / 2.656770 seconds),1.704,138.987,0.563,0.793,9.209,1.099,2.5,4.831,13.116,0.895,0.149,12.294,673.617,1618.968,2642.822,3699.368
5242_á,0.282,70.894,-7.296,110.915,110.037,4.89,99.271,119.13,29,28,9.184,0.629,4.348,of locally unvoiced frames: 4.348%   (1 / 23),0,0,of voice breaks: 0   (0 seconds / 0.282363 seconds),1.868,171.599,0.407,0.727,7.106,0.683,3.081,3.918,4.654,0.836,0.253,9.04,953.5,1546.943,2470.424,3457.825
5246_,2.648,70.152,-14.713,125.236,135.331,66.043,90.078,479.355,215,209,7.55,2,38.115,of locally unvoiced frames: 38.115%   (93 / 244),3,38.62,of voice breaks: 38.620%   (1.022650 seconds / 2.647951 seconds),1.843,139.17,0.705,1.02,11.209,1.625,3.837,6.49,15.656,0.876,0.187,11.864,631.999,1542.695,2640.24,3699.807
5250_á,0.279,71.903,-9.034,111.531,113.077,5.301,106.835,123.276,26,25,8.856,0.424,8.696,of locally unvoiced frames: 8.696%   (2 / 23),0,0,of voice breaks: 0   (0 seconds / 0.279292 seconds),1.18,104.504,0.294,0.481,7.6,0.653,4.687,4.506,5.562,0.843,0.201,7.983,961.605,1506.859,2360.789,3688.055
5254_,2.877,69.93,-15.751,126.104,122.495,13.876,77.605,149.985,194,190,8.225,1.093,43.774,of locally unvoiced frames: 43.774%   (116 / 265),3,44.728,of voice breaks: 44.728%   (1.286869 seconds / 2.877116 seconds),1.646,135.391,0.4,0.675,8.101,0.944,2.395,4.351,11.793,0.906,0.126,12.74,701.039,1604.512,2716.827,3795.945
5258_a,0.32,72.303,-6.475,131.132,128.455,6.398,111.199,133.567,38,37,7.816,0.428,0,of locally unvoiced frames: 0   (0 / 26),0,0,of voice breaks: 0   (0 seconds / 0.320312 seconds),0.938,73.338,0.321,0.347,6.512,0.829,2.197,3.067,5.071,0.854,0.23,11.245,906.41,1589.072,2422.279,3405.827
5262_,2.56,69.681,-14.881,121.425,118.65,13.543,74.958,152.628,191,186,8.453,1.077,36.17,of locally unvoiced frames: 36.170%   (85 / 235),4,37.283,of voice breaks: 37.283%   (0.954548 seconds / 2.560243 seconds),2.11,178.348,0.599,0.899,8.884,1.089,2.508,4.831,13.371,0.885,0.165,11.996,653.241,1588.058,2635.711,3696.948
5266_a,0.254,74.249,-5.289,131.965,131.788,1.732,127.15,134.159,30,29,7.592,0.108,0,of locally unvoiced frames: 0   (0 / 20),0,0,of voice breaks: 0   (0 seconds / 0.253626 seconds),0.543,41.232,0.155,0.267,3.126,0.277,1.483,1.565,2.484,0.938,0.083,15.676,961.55,1585.18,2460.514,3263.462
5270_,5.287,59.631,-17.731,109.823,111.244,11.902,94.695,131.953,68,67,9.007,0.949,88.163,of locally unvoiced frames: 88.163%   (432 / 490),0,0,of voice breaks: 0   (0 seconds / 5.287231 seconds),1.696,152.799,0.584,0.889,10.607,1.423,3.218,5.46,12.613,0.931,0.08,13.28,848.536,1910.373,2947.059,3961.411
5274_TẾT_single,0.202,73.576,-13.878,156.54,157.321,7.697,143.923,167.947,22,21,6.415,0.331,13.333,of locally unvoiced frames: 13.333%   (2 / 15),0,0,of voice breaks: 0   (0 seconds / 0.202215 seconds),1.025,65.751,0.17,0.307,3.993,0.331,0.889,2.003,4.514,0.902,0.141,11.856,536.561,1934.298,2707.201,3715.369
5278_,1.764,50.277,-20.004, --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined-- ,1,0, --undefined-- , --undefined-- ,100,of locally unvoiced frames: 100.000%   (161 / 161),0,0,of voice breaks: 0   (0 seconds / 0 seconds), --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined--, --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined-- ,896.596,1923.354,3021.05,4056.092
5282_TẾT_single,0.186,76.658,-7.969,169.998,170.56,6.716,161.857,181.626,28,27,5.857,0.239,0,of locally unvoiced frames: 0   (0 / 14),0,0,of voice breaks: 0   (0 seconds / 0.185908 seconds),0.539,31.592,0.142,0.153,2.808,0.253,0.456,1.032,3.08,0.975,0.026,16.068,538.304,1924.762,2554.848,3634.41
5286_,1.788,41.057,-15.864,77.355,75.777,3.798,71.431,78.531,3,2,13.48,0.674,96.933,of locally unvoiced frames: 96.933%   (158 / 163),0,0,of voice breaks: 0   (0 seconds / 1.788388 seconds),7.075,953.747, --undefined-- , --undefined-- , --undefined--, --undefined-- , --undefined-- , --undefined-- , --undefined-- ,0.667,0.505,3.042,908.428,1991.163,3045.342,4112.47
5290_TỆT_single,0.183,75.807,-13.296,127.861,129.05,8.73,116.934,145.055,21,20,7.756,0.537,0,of locally unvoiced frames: 0   (0 / 14),0,0,of voice breaks: 0   (0 seconds / 0.182903 seconds),1.218,94.473,0.131,0.222,3.454,0.308,0.831,1.405,1.384,0.95,0.054,13.643,507.263,1831.383,2607.091,3610.246
5294_,1.579,38.7,-18.452,75.757,75.757, --undefined-- ,75.757,75.757,1,0, --undefined-- , --undefined-- ,98.611,of locally unvoiced frames: 98.611%   (142 / 144),0,0,of voice breaks: 0   (0 seconds / 0 seconds), --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined--, --undefined-- , --undefined-- , --undefined-- , --undefined-- ,0.788,0.269,5.7,917.345,1968.217,3027.498,4042.812
5298_TỆT_single,0.187,73.085,-11.128,122.182,122.555,4.234,116.437,130.68,19,18,8.153,0.272,0,of locally unvoiced frames: 0   (0 / 14),0,0,of voice breaks: 0   (0 seconds / 0.186636 seconds),0.738,60.164,0.197,0.22,2.361,0.209,0.63,0.982,1.688,0.942,0.068,13.81,546.707,1877.606,2672.276,3688.132
5302_,1.574,34.712,-18.763,84.907,248.847,287.008,81.385,580.249,9,6,6.617,5.61,88.811,of locally unvoiced frames: 88.811%   (127 / 143),1,50.158,of voice breaks: 50.158%   (0.789569 seconds / 1.574162 seconds),21.38,1414.646, --undefined-- , --undefined-- ,0.899,0.764, --undefined-- , --undefined-- , --undefined-- ,0.679,0.516,3.408,952.299,1999.926,3054.739,4112.749
5306_Ạ_single,0.446,70.111,-4.241,119.631,104.752,22.381,72.013,126.155,34,33,9.831,2.624,10.526,of locally unvoiced frames: 10.526%   (4 / 38),0,0,of voice breaks: 0   (0 seconds / 0.445866 seconds),5.571,547.684,1.832,2.987,11.197,1.573,2.236,3.649,10.072,0.774,0.363,7.151,968.137,1576.672,2549.893,3722.732
5310_,1.256,33.928,-9.129, --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined-- ,1,0, --undefined-- , --undefined-- ,89.474,of locally unvoiced frames: 89.474%   (102 / 114),0,0,of voice breaks: 0   (0 seconds / 0 seconds), --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined--, --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined-- ,862.705,1706.742,2837.9,3872.509
5314_Ạ_single,0.482,69.515,-5.336,124.197,120.54,10.26,96.82,132.456,41,39,8.33,0.83,12.195,of locally unvoiced frames: 12.195%   (5 / 41),1,23.944,of voice breaks: 23.944%   (0.115296 seconds / 0.481532 seconds),3.245,270.311,0.916,1.751,8.553,0.896,3.195,4.09,8.187,0.856,0.184,8.764,951.036,1633.419,2581.001,3758.843
5318_,1.338,32.564,-14.246, --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined-- ,1,0, --undefined-- , --undefined-- ,99.174,of locally unvoiced frames: 99.174%   (120 / 121),0,0,of voice breaks: 0   (0 seconds / 0 seconds), --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined--, --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined-- ,812.597,1681.108,2787.396,3831.85
5322_Ả_single,0.426,69.524,-10.804,93.064,96.455,12.426,80.828,121.526,36,35,10.346,1.31,8.333,of locally unvoiced frames: 8.333%   (3 / 36),0,0,of voice breaks: 0   (0 seconds / 0.425822 seconds),1.873,193.801,0.633,0.762,7.971,1.051,2.356,3.147,5.91,0.816,0.279,8.287,974.791,1609.083,2551.613,3912.369
5326_,2.976,64.346,-9.829,101.83,106.764,17.607,87.332,135.693,45,44,9.375,1.484,85.766,of locally unvoiced frames: 85.766%   (235 / 274),0,0,of voice breaks: 0   (0 seconds / 2.976280 seconds),1.803,169.074,0.339,0.479,8.367,0.853,2.313,4.034,8.293,0.832,0.259,9.244,879.474,1702.929,2782.048,3908.14
5330_Ả_single,0.528,69.588,-10.889,98.501,102.653,14.858,83.985,127.96,40,39,9.75,1.381,26.087,of locally unvoiced frames: 26.087%   (12 / 46),0,0,of voice breaks: 0   (0 seconds / 0.527553 seconds),2.055,200.388,0.48,0.76,8.306,0.94,2.003,3.186,7.701,0.808,0.303,7.505,966.14,1599.885,2457.206,3764.657
5334_,1.408,26.381,-11.512,598.575,486.983,186.099,98.742,624.716,94,83,2.22,1.499,75.781,of locally unvoiced frames: 75.781%   (97 / 128),5,46.735,of voice breaks: 46.735%   (0.657928 seconds / 1.407793 seconds),17.791,394.918,10.651,10.781,32.691,3.472,14.568,20.623,27.256,0.64,0.599,2.622,857.087,1730.226,2810.547,3966.468
5338_À_single,0.564,70.285,-12.068,106.407,104.284,7.325,93.968,118.782,57,56,9.58,0.681,0,of locally unvoiced frames: 0   (0 / 49),0,0,of voice breaks: 0   (0 seconds / 0.564499 seconds),1.102,105.523,0.496,0.599,5.173,0.654,1.647,2.336,4.812,0.934,0.075,13.744,936.787,1601.299,2498.033,3920.232
5342_,1.118,31.008,-9.598,606.407,588.763,57.782,417.294,618.979,57,52,2.137,1.076,75.248,of locally unvoiced frames: 75.248%   (76 / 101),2,67.49,of voice breaks: 67.490%   (0.754344 seconds / 1.117708 seconds),19.399,414.499,10.289,10.507,41.638,4.152,18.695,25.74,26.311,0.721,0.412,4.398,820.49,1686.148,2813.151,3798.703
5346_À_single,0.655,68.483,-12.456,102.915,102.973,6.54,92.755,114.01,58,57,9.699,0.62,10.345,of locally unvoiced frames: 10.345%   (6 / 58),0,0,of voice breaks: 0   (0 seconds / 0.655001 seconds),1.111,107.736,0.411,0.592,5.67,0.655,1.637,2.707,5.247,0.939,0.069,13.49,935.34,1660.927,2569.358,4008.055
5350_,1.152,45.862,-8.708, --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined-- ,1,0, --undefined-- , --undefined-- ,99.038,of locally unvoiced frames: 99.038%   (103 / 104),0,0,of voice breaks: 0   (0 seconds / 0 seconds), --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined--, --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined-- ,806.071,1685.188,2749.089,3842.916
5354_A_single,0.56,74.001,-7.046,124.329,125.695,3.702,120.723,133.898,64,63,7.956,0.243,4.082,of locally unvoiced frames: 4.082%   (2 / 49),0,0,of voice breaks: 0   (0 seconds / 0.560333 seconds),0.642,51.075,0.222,0.331,3.626,0.492,1.037,1.383,2.449,0.964,0.039,17.073,928.213,1632.864,2517.741,3675.78
5358_,1.089,33.212,-11.576, --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined-- ,1,0, --undefined-- , --undefined-- ,94.898,of locally unvoiced frames: 94.898%   (93 / 98),0,0,of voice breaks: 0   (0 seconds / 0 seconds), --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined--, --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined-- ,809.678,1740.158,2775.59,3840.509
5362_A_single,0.596,71.646,-10.41,122.986,124.141,3.373,116.906,132.025,72,71,8.06,0.238,0,of locally unvoiced frames: 0   (0 / 52),0,0,of voice breaks: 0   (0 seconds / 0.596354 seconds),0.776,62.533,0.338,0.426,4.037,0.487,1.359,1.471,2.488,0.968,0.045,17.984,916.555,1632.632,2548.757,3906.583
5366_,1.164,35.941,-15.864, --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined-- ,1,0, --undefined-- , --undefined-- ,98.095,of locally unvoiced frames: 98.095%   (103 / 105),0,0,of voice breaks: 0   (0 seconds / 0 seconds), --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined--, --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined-- ,835.71,1725.024,2837.28,3927.947
5370_Ã_single,0.502,68.336,-8.124,165.117,148.331,27.972,89.325,172.967,69,68,6.846,1.601,6.977,of locally unvoiced frames: 6.977%   (3 / 43),0,0,of voice breaks: 0   (0 seconds / 0.502443 seconds),3.567,244.24,1.117,1.373,7.27,0.705,1.871,2.865,4.231,0.851,0.26,12.288,968.111,1705.044,2703.529,3976.562
5374_,1.143,44.089,-10.571, --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined-- ,1,0, --undefined-- , --undefined-- ,100,of locally unvoiced frames: 100.000%   (103 / 103),0,0,of voice breaks: 0   (0 seconds / 0 seconds), --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined--, --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined-- ,823.161,1715.353,2863.623,3886.895
5378_Ã_single,0.569,71.958,-7.382,168.451,160.438,16.155,127.355,176.119,79,78,6.241,0.667,12,of locally unvoiced frames: 12.000%   (6 / 50),0,0,of voice breaks: 0   (0 seconds / 0.569263 seconds),1.158,72.264,0.34,0.454,5.219,0.49,1.784,2.523,4.466,0.87,0.214,13.638,911.227,1641.539,2672.385,3942.609
5382_,1.162,26.402,-11.188,549.251,524.086,60.144,409.593,578.395,47,39,2.13,0.69,78.095,of locally unvoiced frames: 78.095%   (82 / 105),2,44.951,of voice breaks: 44.951%   (0.522195 seconds / 1.161689 seconds),21.819,464.788,10.348,7.268,46.663,4.907,20.952,37.32,30.012,0.657,0.534,2.898,762.815,1646.062,2738.523,3831.36
5386_Á_single,0.593,70.387,-9.77,122.739,135.248,29.249,101.204,181.373,74,73,7.381,1.57,3.846,of locally unvoiced frames: 3.846%   (2 / 52),0,0,of voice breaks: 0   (0 seconds / 0.593239 seconds),1.281,94.514,0.353,0.472,5.298,0.563,1.676,2.306,5.089,0.915,0.102,12.014,934.522,1657.657,2650.556,4092.216
5390_,1.135,29.87,-13.161,75.452,75.452, --undefined-- ,75.452,75.452,1,0, --undefined-- , --undefined-- ,84.314,of locally unvoiced frames: 84.314%   (86 / 102),0,0,of voice breaks: 0   (0 seconds / 0 seconds), --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined--, --undefined-- , --undefined-- , --undefined-- , --undefined-- ,0.646,0.547,2.618,812.629,1699.158,2784.398,3882.634
5394_Á_single,0.682,69.519,-11.846,112.913,120.888,17.523,103.539,149.855,74,73,8.273,1.171,6.667,of locally unvoiced frames: 6.667%   (4 / 60),0,0,of voice breaks: 0   (0 seconds / 0.682170 seconds),1,82.737,0.353,0.517,5.424,0.571,1.648,2.196,4.332,0.943,0.069,14.863,902.269,1611.757,2543.887,3999.567
