sound name,total duration,intensity,spectraltilt,median F0,mean F0,sd F0,min F0,max F0,number pulses,number periods,mean periods,sd period,fraction of locally unvoiced frames,fraction,number of voice breaks,degree of voice breaks,degree,jitter local,jitter local abs,jitter rap,jitter ppq5,shimmer local,shimmer local db,shimmer apq3,shimmer apq5,shimmer apq11,mean autocorr,mean NHR,mean HNR,F1,F2,F3,F4
tạt ,0.146,74.41,-11.68,123.131,121.898,11.879,105.313,139.835,1,0, --undefined-- , --undefined-- ,7.143,of locally unvoiced frames: 7.143%   (2 / 28),0,0,of voice breaks: 0   (0 seconds / 0 seconds), --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined--, --undefined-- , --undefined-- , --undefined-- , --undefined-- ,0.735,0.457,5.448,884.421,1511.844,2490.509,3684.202
tạt ,0.166,73.687,-11.68,116.927,115.782,7.82,103.72,127.905,15,14,8.718,0.607,3.125,of locally unvoiced frames: 3.125%   (1 / 32),0,0,of voice breaks: 0   (0 seconds / 0.165667 seconds),1.659,144.65,0.249,0.421,6.373,0.577,2.163,3.472,6.58,0.796,0.283,7.028,884.421,1511.844,2490.509,3684.202
tát ,0.146,76.662,-11.633,163.443,163.26,4.375,156.492,172.74,1,0, --undefined-- , --undefined-- ,0,of locally unvoiced frames: 0   (0 / 27),0,0,of voice breaks: 0   (0 seconds / 0 seconds), --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined--, --undefined-- , --undefined-- , --undefined-- , --undefined-- ,0.96,0.044,15.625,896.567,1496.781,2411.654,3421.08
tát ,0.136,74.699,-11.633,154.085,153.766,2.509,150.72,159.449,18,17,6.483,0.133,4,of locally unvoiced frames: 4.000%   (1 / 25),0,0,of voice breaks: 0   (0 seconds / 0.135722 seconds),0.527,34.145,0.135,0.194,2.731,0.245,0.35,0.876,2.506,0.934,0.12,16.638,896.567,1496.781,2411.654,3421.08
TÚT_single ,0.164,74.265,-25.552,171.875,173.036,3.59,168.899,179.653,1,0, --undefined-- , --undefined-- ,0,of locally unvoiced frames: 0   (0 / 32),0,0,of voice breaks: 0   (0 seconds / 0 seconds), --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined--, --undefined-- , --undefined-- , --undefined-- , --undefined-- ,0.947,0.069,16.525,438.256,939.708,2740.021,3486.185
TÚT_single ,0.18,74.707,-25.552,181.502,182.718,5.919,176.344,201.26,28,27,5.546,0.29,2.778,of locally unvoiced frames: 2.778%   (1 / 36),0,0,of voice breaks: 0   (0 seconds / 0.180399 seconds),2.559,141.937,1.36,1.303,2.697,0.442,0.813,0.934,2.417,0.92,0.142,18.262,438.256,939.708,2740.021,3486.185
TỤT_single ,0.172,74.561,-28.291,132.288,132.974,6.041,122.598,144.079,1,0, --undefined-- , --undefined-- ,0,of locally unvoiced frames: 0   (0 / 34),0,0,of voice breaks: 0   (0 seconds / 0 seconds), --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined--, --undefined-- , --undefined-- , --undefined-- , --undefined-- ,0.947,0.073,16.818,418.83,919.89,2752.426,3467.243
TỤT_single ,0.172,77.046,-28.291,144.384,142.62,4.76,129.468,146.597,21,20,7.126,0.581,0,of locally unvoiced frames: 0   (0 / 34),0,0,of voice breaks: 0   (0 seconds / 0.171670 seconds),1.952,139.115,0.505,0.521,4.082,0.383,0.592,1.533,4.496,0.946,0.076,19.352,418.83,919.89,2752.426,3467.243
ả ,0.311,69.374,-8.863,105.849,104.596,16.749,78.482,125.216,1,0, --undefined-- , --undefined-- ,10.448,of locally unvoiced frames: 10.448%   (7 / 67),0,0,of voice breaks: 0   (0 seconds / 0 seconds), --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined--, --undefined-- , --undefined-- , --undefined-- , --undefined-- ,0.7,0.56,4.933,915.991,1558.16,2397.063,3784.781
ả ,0.291,68.692,-8.863,100.262,102.835,14.285,86.302,122.757,28,27,9.798,1.36,6.452,of locally unvoiced frames: 6.452%   (4 / 62),0,0,of voice breaks: 0   (0 seconds / 0.291322 seconds),2.851,279.39,0.727,1.029,12.593,1.269,4.805,6.208,12.433,0.71,0.556,5.02,915.991,1558.16,2397.063,3784.781
