sound name,total duration,intensity,spectraltilt,median F0,mean F0,sd F0,min F0,max F0,number pulses,number periods,mean periods,sd period,fraction of locally unvoiced frames,fraction,number of voice breaks,degree of voice breaks,degree,jitter local,jitter local abs,jitter rap,jitter ppq5,shimmer local,shimmer local db,shimmer apq3,shimmer apq5,shimmer apq11,mean autocorr,mean NHR,mean HNR,F1,F2,F3,F4
26126_,2.407,48.1,-23.266,185.497,191.665,57.98,141.651,534.346,254,249,5.244,1.162,43.158,of locally unvoiced frames: 43.158%   (123 / 285),4,34.129,of voice breaks: 34.129%   (0.821324 seconds / 2.406519 seconds),3.589,188.19,2.046,1.76,13.637,1.838,6.089,8.154,12.395,0.93,0.103,17.189,573.119,1957.409,3008.627,3922.139
26130_để,0.168,50.672,-22.262,154.632,152.631,11.947,129.789,170.911,24,23,6.565,0.548,0,of locally unvoiced frames: 0   (0 / 17),0,0,of voice breaks: 0   (0 seconds / 0.168482 seconds),1.787,117.31,0.493,0.353,6.385,0.737,1.606,2.232,3.485,0.984,0.016,19.551,320.139,2383.865,3059.388,3975.902
26134_,2.509,47.587,-21.771,186.759,182.824,32.638,91.264,238.719,243,236,5.486,1.133,46.644,of locally unvoiced frames: 46.644%   (139 / 298),5,47.204,of voice breaks: 47.204%   (1.184305 seconds / 2.508925 seconds),2.718,149.085,1.447,1.575,11.174,1.441,4.602,5.861,8.803,0.948,0.067,17.261,590.197,1925.565,2906.355,3865.804
26138_đễ,0.253,51.079,-22.261,110.02,107.52,7.298,93.515,116.244,25,24,9.309,0.649,0,of locally unvoiced frames: 0   (0 / 27),0,0,of voice breaks: 0   (0 seconds / 0.253128 seconds),1.674,155.823,0.613,0.577,15.937,1.995,6.449,11.105,18.347,0.825,0.3,12.991,441.728,2406.494,3050.502,4159.748
26142_,2.165,49.038,-24.256,189.842,174.7,36.925,95.114,237.626,245,241,5.729,1.425,32.812,of locally unvoiced frames: 32.812%   (84 / 256),3,32.767,of voice breaks: 32.767%   (0.709382 seconds / 2.164905 seconds),1.66,95.121,0.923,0.902,9.932,1.114,4.559,5.26,8.569,0.951,0.073,18.63,545.108,1816.348,2975.591,3919.094
26146_đễ,0.224,51.899,-22.734,111,110.33,8.908,98.634,122.905,23,22,9.073,0.741,0,of locally unvoiced frames: 0   (0 / 23),0,0,of voice breaks: 0   (0 seconds / 0.223627 seconds),1.745,158.376,0.85,1.08,8.835,0.841,5.49,6.032,8.499,0.934,0.087,16.43,476.914,2498.028,3167.32,4310.455
26150_,2.22,48.775,-25.381,183.178,180.995,57.312,87.432,574.35,240,232,5.613,1.587,39.163,of locally unvoiced frames: 39.163%   (103 / 263),5,40.431,of voice breaks: 40.431%   (0.897425 seconds / 2.219641 seconds),3.159,177.326,1.671,1.535,15.818,1.891,7.465,9.597,12.741,0.922,0.107,15.532,544.904,1805.552,2913.077,3893.153
26154_đệ,0.202,51.924,-23.383,196.197,210.223,23.158,183.247,256.145,33,32,4.934,0.761,9.524,of locally unvoiced frames: 9.524%   (2 / 21),0,0,of voice breaks: 0   (0 seconds / 0.201971 seconds),6.68,329.569,2.616,1.869,13.093,2.192,5.326,7.583,10.495,0.841,0.287,12.442,499.28,2348.071,3062.828,4267.003
26158_,2.271,48.686,-23.186,193.065,186.22,53.343,93.117,516.917,261,255,5.421,1.221,34.944,of locally unvoiced frames: 34.944%   (94 / 269),3,32.629,of voice breaks: 32.629%   (0.741151 seconds / 2.271438 seconds),2.062,111.78,1.016,1.029,11.634,1.343,5.186,7.354,11.83,0.952,0.06,17.998,522.287,1760.241,2854.617,3896.389
26162_đệ,0.145,49.956,-22.638,97.903,146.885,65.615,95.986,233.497,19,18,7.029,2.959,0,of locally unvoiced frames: 0   (0 / 14),0,0,of voice breaks: 0   (0 seconds / 0.145235 seconds),2.918,205.088,1.418,0.755,13.947,1.058,7.051,5.509, --undefined-- ,0.885,0.162,11.779,413.088,2473.879,3008.941,4232.257
