sound name,total duration,intensity,spectraltilt,median F0,mean F0,sd F0,min F0,max F0,number pulses,number periods,mean periods,sd period,fraction of locally unvoiced frames,fraction,number of voice breaks,degree of voice breaks,degree,jitter local,jitter local abs,jitter rap,jitter ppq5,shimmer local,shimmer local db,shimmer apq3,shimmer apq5,shimmer apq11,mean autocorr,mean NHR,mean HNR,F1,F2,F3,F4
ĐỦ_single ,0.224,56.135,-27.304,156.348,164.867,14.744,146.825,187.475,1,0, --undefined-- , --undefined-- ,0,of locally unvoiced frames: 0   (0 / 46),0,0,of voice breaks: 0   (0 seconds / 0 seconds), --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined--, --undefined-- , --undefined-- , --undefined-- , --undefined-- ,0.97,0.033,17.384,327.391,1182.109,3071.33,3923.374
ĐỦ_single ,0.23,54.583,-27.304,156.952,133.998,49.584,62.802,188.01,27,25,8.25,4.118,2.083,of locally unvoiced frames: 2.083%   (1 / 48),0,0,of voice breaks: 0   (0 seconds / 0.230397 seconds),8.064,665.332,3.015,1.783,9.749,1.749,3.465,2.459,5.31,0.86,0.235,13.206,327.391,1182.109,3071.33,3923.374
TÚT_single ,0.157,57.184,-27.811,266.358,265.69,9.453,249.341,284.41,1,0, --undefined-- , --undefined-- ,3.333,of locally unvoiced frames: 3.333%   (1 / 30),0,0,of voice breaks: 0   (0 seconds / 0 seconds), --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined--, --undefined-- , --undefined-- , --undefined-- , --undefined-- ,0.883,0.209,16.651,283.081,781.339,3228.459,3457.17
TÚT_single ,0.123,56.726,-27.811,261.506,262.674,5.067,257.092,273.276,27,26,3.794,0.111,0,of locally unvoiced frames: 0   (0 / 22),0,0,of voice breaks: 0   (0 seconds / 0.122700 seconds),1.906,72.314,1.103,0.651,6.757,0.767,2.795,3.265,3.532,0.963,0.048,21.54,283.081,781.339,3228.459,3457.17
TỤT_single ,0.141,56.661,-27.067,191.863,189.286,12.297,169.6,207.67,1,0, --undefined-- , --undefined-- ,0,of locally unvoiced frames: 0   (0 / 26),0,0,of voice breaks: 0   (0 seconds / 0 seconds), --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined--, --undefined-- , --undefined-- , --undefined-- , --undefined-- ,0.938,0.077,16.505,297.701,783.411,3129.546,4157.141
TỤT_single ,0.129,54.563,-27.067,179.723,180.785,7.855,169.683,192.225,19,18,5.57,0.249,0,of locally unvoiced frames: 0   (0 / 23),0,0,of voice breaks: 0   (0 seconds / 0.128991 seconds),1.057,58.894,0.323,0.359,7.353,0.683,1.634,2.134,4.223,0.992,0.008,21.722,297.701,783.411,3129.546,4157.141
tết ,0.14,55.086,-16.596,236.038,236.754,3.604,230.888,242.056,1,0, --undefined-- , --undefined-- ,0,of locally unvoiced frames: 0   (0 / 26),0,0,of voice breaks: 0   (0 seconds / 0 seconds), --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined--, --undefined-- , --undefined-- , --undefined-- , --undefined-- ,0.97,0.037,20.287,415.444,2471.252,3184.752,4338.475
tết ,0.097,55.002,-16.596,232.038,232.041,3.267,224.84,236.922,18,17,4.298,0.1,0,of locally unvoiced frames: 0   (0 / 16),0,0,of voice breaks: 0   (0 seconds / 0.096507 seconds),1.702,73.139,0.911,0.813,4.949,0.437,2.824,2.667,2.186,0.942,0.072,17.03,415.444,2471.252,3184.752,4338.475
tệt ,0.15,57.752,-20.073,174.048,173.668,7.409,161.32,187.013,1,0, --undefined-- , --undefined-- ,0,of locally unvoiced frames: 0   (0 / 29),0,0,of voice breaks: 0   (0 seconds / 0 seconds), --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined--, --undefined-- , --undefined-- , --undefined-- , --undefined-- ,0.973,0.032,19.965,304.07,2391.989,3291.121,4655.991
tệt ,0.155,54.378,-20.073,189.516,188.927,3.197,183.92,193.204,26,25,5.305,0.103,0,of locally unvoiced frames: 0   (0 / 30),0,0,of voice breaks: 0   (0 seconds / 0.154522 seconds),0.668,35.43,0.387,0.373,4.689,0.422,2.265,2.709,3.705,0.993,0.007,23.727,304.07,2391.989,3291.121,4655.991
