sound name,total duration,intensity,spectraltilt,median F0,mean F0,sd F0,min F0,max F0,number pulses,number periods,mean periods,sd period,fraction of locally unvoiced frames,fraction,number of voice breaks,degree of voice breaks,degree,jitter local,jitter local abs,jitter rap,jitter ppq5,shimmer local,shimmer local db,shimmer apq3,shimmer apq5,shimmer apq11,mean autocorr,mean NHR,mean HNR,F1,F2,F3,F4
đủ ,0.429,62.159,-27.376,192.868,195.988,33.212,152.997,247.74,2,0, --undefined-- , --undefined-- ,18.947,of locally unvoiced frames: 18.947%   (18 / 95),0,0,of voice breaks: 0   (0 seconds / 0.428900 seconds), --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined--, --undefined-- , --undefined-- , --undefined-- , --undefined-- ,0.952,0.061,16.3,355.539,810.725,2945.853,3871.703
đủ ,0.353,60.1,-27.376,170.775,158.283,52.148,81.005,226.087,45,44,6.872,3.579,6.494,of locally unvoiced frames: 6.494%   (5 / 77),0,0,of voice breaks: 0   (0 seconds / 0.353481 seconds),8.408,577.792,4.116,5.205,7.911,2.111,2.672,3.949,7.638,0.85,0.264,11.212,355.539,810.725,2945.853,3871.703
đú ,0.399,65.04,-29.064,202.892,218.672,31.346,191.227,285.245,1,0, --undefined-- , --undefined-- ,0,of locally unvoiced frames: 0   (0 / 88),0,0,of voice breaks: 0   (0 seconds / 0 seconds), --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined--, --undefined-- , --undefined-- , --undefined-- , --undefined-- ,0.98,0.024,22.098,369.756,817.689,2997.417,3827.445
đú ,0.355,65.491,-29.064,191.702,206.24,29.284,186.151,283.757,70,69,4.788,0.679,0,of locally unvoiced frames: 0   (0 / 78),0,0,of voice breaks: 0   (0 seconds / 0.354910 seconds),0.811,38.821,0.329,0.379,2.998,0.304,1.233,1.134,2.467,0.987,0.015,24.838,369.756,817.689,2997.417,3827.445
đũ ,0.423,65.58,-26.748,289.733,279.809,23.907,244.301,313.155,1,0, --undefined-- , --undefined-- ,0,of locally unvoiced frames: 0   (0 / 94),0,0,of voice breaks: 0   (0 seconds / 0 seconds), --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined--, --undefined-- , --undefined-- , --undefined-- , --undefined-- ,0.976,0.027,21.629,412.848,794.516,3261.617,3636.65
đũ ,0.285,62.325,-26.748,276.492,270.874,15.206,236.45,289.56,71,70,3.679,0.211,0,of locally unvoiced frames: 0   (0 / 61),0,0,of voice breaks: 0   (0 seconds / 0.285163 seconds),0.617,22.699,0.331,0.24,2.77,0.264,1.256,1.194,1.483,0.995,0.005,25.252,412.848,794.516,3261.617,3636.65
đù ,0.491,65.988,-27.073,190.789,196.143,13.84,181.525,232.913,1,0, --undefined-- , --undefined-- ,0,of locally unvoiced frames: 0   (0 / 110),0,0,of voice breaks: 0   (0 seconds / 0 seconds), --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined--, --undefined-- , --undefined-- , --undefined-- , --undefined-- ,0.988,0.013,24.45,373.681,827.485,2982.048,3609.918
đù ,0.358,66.472,-27.073,185.26,189.31,11.469,174.341,214.789,64,63,5.304,0.317,0,of locally unvoiced frames: 0   (0 / 79),0,0,of voice breaks: 0   (0 seconds / 0.358384 seconds),0.443,23.514,0.148,0.124,1.978,0.199,0.815,0.817,1.364,0.995,0.006,26.99,373.681,827.485,2982.048,3609.918
đụ ,0.383,62.728,-21.813,111.37,155.82,72.192,68.494,252.422,3,0, --undefined-- , --undefined-- ,3.571,of locally unvoiced frames: 3.571%   (3 / 84),1,33.734,of voice breaks: 33.734%   (0.129167 seconds / 0.382902 seconds), --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined--, --undefined-- , --undefined-- , --undefined-- , --undefined-- ,0.896,0.146,13.186,419.518,880.597,3009.268,3713.402
đụ ,0.196,63.895,-21.813,227.996,201.375,48.089,101.963,236.922,35,34,5.047,1.685,0,of locally unvoiced frames: 0   (0 / 39),0,0,of voice breaks: 0   (0 seconds / 0.195741 seconds),5.355,270.25,2.257,3.869,8.7,1.447,3.548,5.025,7.263,0.902,0.18,16.139,419.518,880.597,3009.268,3713.402
tê ,0.416,65.804,-14.299,242.934,242.856,1.364,238.024,248.064,1,0, --undefined-- , --undefined-- ,0,of locally unvoiced frames: 0   (0 / 92),0,0,of voice breaks: 0   (0 seconds / 0 seconds), --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined--, --undefined-- , --undefined-- , --undefined-- , --undefined-- ,0.986,0.018,23.542,509.349,2223.169,3009.852,3797.504
tê ,0.377,65.881,-14.299,238.956,239.827,2.24,236.741,252.849,85,84,4.175,0.036,0,of locally unvoiced frames: 0   (0 / 83),0,0,of voice breaks: 0   (0 seconds / 0.376742 seconds),0.195,8.135,0.093,0.106,1.443,0.126,0.783,0.793,0.923,0.993,0.01,26.912,509.349,2223.169,3009.852,3797.504
tể ,0.529,61.076,-15.415,159.32,148.805,55.113,73.82,232.74,5,0, --undefined-- , --undefined-- ,13.445,of locally unvoiced frames: 13.445%   (16 / 119),1,62.66,of voice breaks: 62.660%   (0.331250 seconds / 0.528645 seconds), --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined--, --undefined-- , --undefined-- , --undefined-- , --undefined-- ,0.838,0.235,8.896,518.67,2335.612,2985.878,4122.606
tể ,0.242,61.942,-15.415,188.423,179.176,46.906,60.982,227.4,29,27,5.697,2.223,11.765,of locally unvoiced frames: 11.765%   (6 / 51),1,23.911,of voice breaks: 23.911%   (0.057907 seconds / 0.242180 seconds),2.619,149.197,0.918,0.422,5.715,0.777,1.58,1.846,6.346,0.872,0.162,9.152,518.67,2335.612,2985.878,4122.606
tệ ,0.441,60.004,-13.096,556.91,384.957,194.243,96.733,598.259,3,0, --undefined-- , --undefined-- ,12.245,of locally unvoiced frames: 12.245%   (12 / 98),1,36.374,of voice breaks: 36.374%   (0.160417 seconds / 0.441020 seconds), --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined--, --undefined-- , --undefined-- , --undefined-- , --undefined-- ,0.82,0.261,9.321,573.507,2248.986,3052.226,4078.7
tệ ,0.232,62.768,-13.096,215.058,181.796,56.915,86.705,229.945,37,36,5.653,2.332,4.167,of locally unvoiced frames: 4.167%   (2 / 48),0,0,of voice breaks: 0   (0 seconds / 0.232104 seconds),4.663,263.611,1.805,0.926,5.682,0.718,1.771,3.423,3.449,0.867,0.222,12.848,573.507,2248.986,3052.226,4078.7
tề ,0.47,64.246,-15.618,187.941,187.795,6.059,180.678,204.496,1,0, --undefined-- , --undefined-- ,0,of locally unvoiced frames: 0   (0 / 105),0,0,of voice breaks: 0   (0 seconds / 0 seconds), --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined--, --undefined-- , --undefined-- , --undefined-- , --undefined-- ,0.992,0.008,22.993,516.175,2226.612,2822.936,3710.257
tề ,0.403,64.266,-15.618,190.009,190.218,7.134,181.06,205.7,72,71,5.273,0.194,0,of locally unvoiced frames: 0   (0 / 89),0,0,of voice breaks: 0   (0 seconds / 0.402996 seconds),0.465,24.521,0.251,0.247,2.01,0.182,0.487,0.763,1.247,0.977,0.051,22.273,516.175,2226.612,2822.936,3710.257
tễ ,0.529,64.836,-13.189,270.152,270.768,28.313,208.89,313.828,1,0, --undefined-- , --undefined-- ,0,of locally unvoiced frames: 0   (0 / 119),0,0,of voice breaks: 0   (0 seconds / 0 seconds), --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined--, --undefined-- , --undefined-- , --undefined-- , --undefined-- ,0.948,0.09,17.858,540.427,2225.662,2985.501,3836.83
tễ ,0.336,64.057,-13.189,128.253,150.402,42.945,99.809,246.01,47,46,6.692,1.709,0,of locally unvoiced frames: 0   (0 / 73),0,0,of voice breaks: 0   (0 seconds / 0.335661 seconds),1.733,115.944,0.355,0.615,5.8,0.554,2.127,4.491,6.609,0.907,0.131,14.801,540.427,2225.662,2985.501,3836.83
tế ,0.4,63.663,-14.613,190.682,204.859,26.605,182.454,259.612,1,0, --undefined-- , --undefined-- ,0,of locally unvoiced frames: 0   (0 / 89),0,0,of voice breaks: 0   (0 seconds / 0 seconds), --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined--, --undefined-- , --undefined-- , --undefined-- , --undefined-- ,0.969,0.051,19.393,454.291,2320.889,2738.882,3854.02
tế ,0.353,62.814,-14.613,192.75,205.426,24.201,184.852,259.108,68,67,4.837,0.567,0,of locally unvoiced frames: 0   (0 / 77),0,0,of voice breaks: 0   (0 seconds / 0.353235 seconds),0.666,32.212,0.208,0.271,2.821,0.257,1.498,1.431,1.907,0.985,0.016,20.306,454.291,2320.889,2738.882,3854.02
đả ,0.466,63.065,-15.475,159.703,134.473,56.222,60.496,215.659,3,0, --undefined-- , --undefined-- ,20.192,of locally unvoiced frames: 20.192%   (21 / 104),1,37.144,of voice breaks: 37.144%   (0.172917 seconds / 0.465537 seconds), --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined--, --undefined-- , --undefined-- , --undefined-- , --undefined-- ,0.852,0.228,9.578,938.576,1628.422,2791.258,4225.788
đả ,0.395,62.742,-15.475,154.97,151.548,47.093,67.736,220.597,57,56,6.671,2.477,0,of locally unvoiced frames: 0   (0 / 87),0,0,of voice breaks: 0   (0 seconds / 0.395175 seconds),3.596,239.929,1.803,2.773,7.015,0.719,2.83,3.676,6.036,0.898,0.135,11.347,938.576,1628.422,2791.258,4225.788
đà ,0.438,66.544,-11.539,180.153,172.595,31.545,87.132,207.465,1,0, --undefined-- , --undefined-- ,0,of locally unvoiced frames: 0   (0 / 98),0,0,of voice breaks: 0   (0 seconds / 0 seconds), --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined--, --undefined-- , --undefined-- , --undefined-- , --undefined-- ,0.936,0.086,15.762,925.645,1636.442,2845.302,3928.192
đà ,0.418,64.019,-11.539,180.394,161.247,41.832,76.428,203.053,63,62,6.113,1.891,0,of locally unvoiced frames: 0   (0 / 93),0,0,of voice breaks: 0   (0 seconds / 0.417500 seconds),1.162,71.053,0.546,0.403,3.826,0.463,1.389,1.807,2.218,0.91,0.127,14.35,925.645,1636.442,2845.302,3928.192
đá ,0.401,62.635,-11.514,193.37,202.427,25.8,178.443,281.58,1,0, --undefined-- , --undefined-- ,0,of locally unvoiced frames: 0   (0 / 89),0,0,of voice breaks: 0   (0 seconds / 0 seconds), --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined--, --undefined-- , --undefined-- , --undefined-- , --undefined-- ,0.894,0.137,10.603,906.755,1607.092,2809.851,3694.703
đá ,0.429,63.401,-11.514,186.428,199.747,28.884,174.366,262.122,81,80,4.972,0.705,0,of locally unvoiced frames: 0   (0 / 95),0,0,of voice breaks: 0   (0 seconds / 0.429059 seconds),0.902,44.835,0.374,0.36,3.697,0.318,1.72,2.373,2.891,0.948,0.058,14.675,906.755,1607.092,2809.851,3694.703
đạ ,0.452,63.896,-7.76,221.321,218.491,100.207,64.788,513.59,4,0, --undefined-- , --undefined-- ,35.644,of locally unvoiced frames: 35.644%   (36 / 101),1,42.371,of voice breaks: 42.371%   (0.191667 seconds / 0.452358 seconds), --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined--, --undefined-- , --undefined-- , --undefined-- , --undefined-- ,0.901,0.134,12.223,970.251,1663.176,2816.906,3861.292
đạ ,0.307,62.869,-7.76,209.551,168.204,64.393,60.839,222.302,33,31,5.741,2.753,22.727,of locally unvoiced frames: 22.727%   (15 / 66),1,8.036,of voice breaks: 8.036%   (0.024638 seconds / 0.306611 seconds),6.438,369.588,2.234,1.69,6.481,0.665,2.228,2.861,3.829,0.845,0.239,10.396,970.251,1663.176,2816.906,3861.292
đã ,0.365,65.194,-8.007,245.198,248.986,20.304,218.673,278.812,1,0, --undefined-- , --undefined-- ,0,of locally unvoiced frames: 0   (0 / 80),0,0,of voice breaks: 0   (0 seconds / 0 seconds), --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined--, --undefined-- , --undefined-- , --undefined-- , --undefined-- ,0.959,0.046,16.06,959.569,1754.12,3015.014,4364.457
đã ,0.336,64.405,-8.007,233.699,237.057,12.691,218.661,259.336,74,73,4.209,0.234,0,of locally unvoiced frames: 0   (0 / 73),0,0,of voice breaks: 0   (0 seconds / 0.336052 seconds),0.891,37.481,0.524,0.481,4.244,0.41,2.202,2.037,3.144,0.954,0.052,16.049,959.569,1754.12,3015.014,4364.457
đa ,0.332,67.161,-8.922,244.661,244.275,1.363,239.015,245.447,1,0, --undefined-- , --undefined-- ,0,of locally unvoiced frames: 0   (0 / 72),0,0,of voice breaks: 0   (0 seconds / 0 seconds), --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined--, --undefined-- , --undefined-- , --undefined-- , --undefined-- ,0.985,0.017,22.211,918,1590.095,2909.732,3624.227
đa ,0.357,65.834,-8.922,232.982,232.787,1.809,228.228,235.614,78,77,4.296,0.035,0,of locally unvoiced frames: 0   (0 / 78),0,0,of voice breaks: 0   (0 seconds / 0.357010 seconds),0.324,13.905,0.184,0.171,1.994,0.19,0.928,0.96,1.209,0.996,0.005,25.487,918,1590.095,2909.732,3624.227
ĐÃ_single ,0.365,67.116,-8.548,264.503,255.161,36.186,192.703,307.025,2,0, --undefined-- , --undefined-- ,3.75,of locally unvoiced frames: 3.750%   (3 / 80),0,0,of voice breaks: 0   (0 seconds / 0.364719 seconds), --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined--, --undefined-- , --undefined-- , --undefined-- , --undefined-- ,0.913,0.12,13.698,919.412,1630.269,2889.544,3850.851
