sound name,total duration,intensity,spectraltilt,median F0,mean F0,sd F0,min F0,max F0,number pulses,number periods,mean periods,sd period,fraction of locally unvoiced frames,fraction,number of voice breaks,degree of voice breaks,degree,jitter local,jitter local abs,jitter rap,jitter ppq5,shimmer local,shimmer local db,shimmer apq3,shimmer apq5,shimmer apq11,mean autocorr,mean NHR,mean HNR,F1,F2,F3,F4
ĐŨ_single ,0.261,72.33,-34.567,174.448,173.782,24.023,87.65,203.569,2,0, --undefined-- , --undefined-- ,0,of locally unvoiced frames: 0   (0 / 55),0,0,of voice breaks: 0   (0 seconds / 0.260677 seconds), --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined--, --undefined-- , --undefined-- , --undefined-- , --undefined-- ,0.964,0.043,17.441,385.879,801.442,2739.069,3577.14
ĐŨ_single ,0.223,73.802,-34.567,186.833,183.971,20.973,147.699,212.392,37,36,5.492,0.699,0,of locally unvoiced frames: 0   (0 / 46),0,0,of voice breaks: 0   (0 seconds / 0.223204 seconds),2.317,127.247,0.248,0.474,8.148,0.828,1.198,3.016,8.301,0.947,0.077,16.135,385.879,801.442,2739.069,3577.14
ĐÙ_single ,0.477,69.907,-37.471,108.831,108.419,7.021,97.611,121.386,1,0, --undefined-- , --undefined-- ,0,of locally unvoiced frames: 0   (0 / 107),0,0,of voice breaks: 0   (0 seconds / 0 seconds), --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined--, --undefined-- , --undefined-- , --undefined-- , --undefined-- ,0.994,0.006,24.782,279.93,718.285,2631.329,3366.896
ĐÙ_single ,0.477,69.469,-37.471,111.996,110.136,6.556,98.687,119.705,51,50,9.09,0.555,0,of locally unvoiced frames: 0   (0 / 107),0,0,of voice breaks: 0   (0 seconds / 0.476707 seconds),0.798,72.533,0.286,0.305,3.137,0.308,1.149,1.36,2.291,0.99,0.011,23.58,279.93,718.285,2631.329,3366.896
ĐỤ_single ,0.144,71.564,-22.542,142.427,140.992,6.628,129.698,148.791,1,0, --undefined-- , --undefined-- ,0,of locally unvoiced frames: 0   (0 / 27),0,0,of voice breaks: 0   (0 seconds / 0 seconds), --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined--, --undefined-- , --undefined-- , --undefined-- , --undefined-- ,0.955,0.05,15.625,331.466,946.727,2706.587,3581.404
ĐỤ_single ,0.133,76.818,-22.542,157.844,157.047,3.234,148.959,160.635,17,16,6.354,0.118,0,of locally unvoiced frames: 0   (0 / 24),0,0,of voice breaks: 0   (0 seconds / 0.133180 seconds),0.749,47.576,0.219,0.391,5.191,0.502,0.84,1.334,6.394,0.986,0.015,22.541,331.466,946.727,2706.587,3581.404
ĐÚ_single ,0.283,72.321,-36.356,173.133,180.391,44.772,125.672,246.524,1,0, --undefined-- , --undefined-- ,0,of locally unvoiced frames: 0   (0 / 61),0,0,of voice breaks: 0   (0 seconds / 0 seconds), --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined--, --undefined-- , --undefined-- , --undefined-- , --undefined-- ,0.976,0.026,18.468,345.479,834.235,2508.601,3486.669
ĐÚ_single ,0.282,73.415,-36.356,173.659,179.386,43.494,121.242,240.911,48,47,5.561,1.394,0,of locally unvoiced frames: 0   (0 / 60),0,0,of voice breaks: 0   (0 seconds / 0.282451 seconds),2.032,112.986,0.233,0.336,6.011,0.506,0.991,1.712,5.471,0.972,0.03,17.114,345.479,834.235,2508.601,3486.669
ĐỦ_single ,0.301,72.155,-34.607,117.86,120.258,13.172,103.279,142.917,1,0, --undefined-- , --undefined-- ,0,of locally unvoiced frames: 0   (0 / 65),0,0,of voice breaks: 0   (0 seconds / 0 seconds), --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined--, --undefined-- , --undefined-- , --undefined-- , --undefined-- ,0.98,0.021,18.553,327.24,753.424,2775.184,3553.035
ĐỦ_single ,0.325,73.143,-34.607,123.779,126.041,13.979,109.251,152.127,39,38,7.892,0.892,0,of locally unvoiced frames: 0   (0 / 70),0,0,of voice breaks: 0   (0 seconds / 0.324855 seconds),1.392,109.86,0.147,0.285,3.976,0.353,0.914,1.58,4.647,0.986,0.014,19.632,327.24,753.424,2775.184,3553.035
ĐU_single ,0.487,73.548,-35.963,156.738,156.131,1.71,148.974,157.735,1,0, --undefined-- , --undefined-- ,0,of locally unvoiced frames: 0   (0 / 109),0,0,of voice breaks: 0   (0 seconds / 0 seconds), --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined--, --undefined-- , --undefined-- , --undefined-- , --undefined-- ,0.996,0.004,31.433,311.902,813.106,2549.476,3341.692
ĐU_single ,0.383,75.789,-35.963,152.397,151.859,2.321,143.317,155.172,55,54,6.582,0.093,0,of locally unvoiced frames: 0   (0 / 84),0,0,of voice breaks: 0   (0 seconds / 0.382535 seconds),0.243,15.989,0.051,0.098,1.955,0.184,0.561,0.646,1.166,0.999,0.001,32.992,311.902,813.106,2549.476,3341.692
TÀ_single ,0.57,72.085,-21.783,105.106,107.449,5.76,100.273,124.991,1,0, --undefined-- , --undefined-- ,0,of locally unvoiced frames: 0   (0 / 129),0,0,of voice breaks: 0   (0 seconds / 0 seconds), --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined--, --undefined-- , --undefined-- , --undefined-- , --undefined-- ,0.969,0.037,19.228,749.428,1484.029,2503.094,3658.265
TÀ_single ,0.507,71.096,-21.783,105.357,106.022,7.397,93.111,130.409,52,51,9.458,0.652,0,of locally unvoiced frames: 0   (0 / 114),0,0,of voice breaks: 0   (0 seconds / 0.506919 seconds),0.673,63.675,0.163,0.211,2.705,0.262,0.988,1.353,1.818,0.972,0.032,18.835,749.428,1484.029,2503.094,3658.265
TÃ_single ,0.35,72.417,-14.253,158.404,154.608,49.858,64.441,211.583,3,0, --undefined-- , --undefined-- ,7.895,of locally unvoiced frames: 7.895%   (6 / 76),1,38.715,of voice breaks: 38.715%   (0.135417 seconds / 0.349781 seconds), --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined--, --undefined-- , --undefined-- , --undefined-- , --undefined-- ,0.814,0.267,8.18,876.695,1585.504,2624.805,3602.992
TÃ_single ,0.373,71.053,-14.253,161.826,155.523,42.463,70.726,209.068,44,41,6.385,2.005,12.195,of locally unvoiced frames: 12.195%   (10 / 82),2,14.681,of voice breaks: 14.681%   (0.054789 seconds / 0.373202 seconds),4.202,268.261,0.727,0.951,7.829,0.821,2.037,3.274,8.258,0.772,0.35,6.89,876.695,1585.504,2624.805,3602.992
TA_single ,0.429,73.498,-22.611,153.246,153.471,0.988,151.764,156.35,1,0, --undefined-- , --undefined-- ,0,of locally unvoiced frames: 0   (0 / 96),0,0,of voice breaks: 0   (0 seconds / 0 seconds), --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined--, --undefined-- , --undefined-- , --undefined-- , --undefined-- ,0.991,0.009,25.034,701.816,1462.479,2525.955,3326.211
TA_single ,0.485,74.228,-22.611,148.133,148.811,2.572,144.958,155.789,69,68,6.718,0.118,0,of locally unvoiced frames: 0   (0 / 109),0,0,of voice breaks: 0   (0 seconds / 0.484739 seconds),0.339,22.757,0.134,0.188,1.972,0.244,0.552,0.774,1.58,0.99,0.012,23.992,701.816,1462.479,2525.955,3326.211
TẠ_single ,0.142,72.014,-17.506,135.038,129.436,12.813,100.049,140.142,1,0, --undefined-- , --undefined-- ,7.692,of locally unvoiced frames: 7.692%   (2 / 26),0,0,of voice breaks: 0   (0 seconds / 0 seconds), --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined--, --undefined-- , --undefined-- , --undefined-- , --undefined-- ,0.781,0.386,7.272,815.466,1532.898,2368.157,3443.721
TẠ_single ,0.145,74.627,-17.506,144.411,139.499,10.438,113.236,149.42,17,16,7.39,0.905,0,of locally unvoiced frames: 0   (0 / 27),0,0,of voice breaks: 0   (0 seconds / 0.145093 seconds),2.849,210.498,0.373,0.829,7.84,0.904,1.427,2.758,11.092,0.818,0.27,9.359,815.466,1532.898,2368.157,3443.721
TẢ_single ,0.425,71.667,-19.448,115.588,112.032,16.058,88.047,145.715,1,0, --undefined-- , --undefined-- ,4.255,of locally unvoiced frames: 4.255%   (4 / 94),0,0,of voice breaks: 0   (0 seconds / 0 seconds), --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined--, --undefined-- , --undefined-- , --undefined-- , --undefined-- ,0.806,0.329,9.541,809.18,1441.686,2412.982,3272.693
