sound name,total duration,intensity,spectraltilt,median F0,mean F0,sd F0,min F0,max F0,number pulses,number periods,mean periods,sd period,fraction of locally unvoiced frames,fraction,number of voice breaks,degree of voice breaks,degree,jitter local,jitter local abs,jitter rap,jitter ppq5,shimmer local,shimmer local db,shimmer apq3,shimmer apq5,shimmer apq11,mean autocorr,mean NHR,mean HNR,F1,F2,F3,F4
TỆT_single ,0.222,73.589,-14.591,147.01,145.778,6.317,131.764,160.84,1,0, --undefined-- , --undefined-- ,0,of locally unvoiced frames: 0   (0 / 46),0,0,of voice breaks: 0   (0 seconds / 0 seconds), --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined--, --undefined-- , --undefined-- , --undefined-- , --undefined-- ,0.967,0.047,19.072,495.288,1804.356,2601.543,3721.747
TỆT_single ,0.258,70.652,-14.591,135.515,136.165,7.494,120.711,166.933,32,31,7.416,0.455,0,of locally unvoiced frames: 0   (0 / 55),0,0,of voice breaks: 0   (0 seconds / 0.258393 seconds),1.531,113.554,0.361,0.474,5.936,0.579,1.559,2.681,5.958,0.945,0.078,16.794,495.288,1804.356,2601.543,3721.747
TẾT_single ,0.217,72.06,-17.067,177.535,182.358,18.545,160.737,210.815,1,0, --undefined-- , --undefined-- ,0,of locally unvoiced frames: 0   (0 / 45),0,0,of voice breaks: 0   (0 seconds / 0 seconds), --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined--, --undefined-- , --undefined-- , --undefined-- , --undefined-- ,0.963,0.04,15.327,557.949,1864.329,2984.355,4088.984
TẾT_single ,0.207,71.559,-17.067,182.349,186.065,15.074,166.875,208.854,35,34,5.325,0.441,0,of locally unvoiced frames: 0   (0 / 42),0,0,of voice breaks: 0   (0 seconds / 0.206714 seconds),0.777,41.376,0.102,0.193,3.68,0.327,0.69,1.526,5.549,0.976,0.025,17.697,557.949,1864.329,2984.355,4088.984
đà ,0.247,72.66,-11.656,126.638,127.745,4.981,122.431,141.639,1,0, --undefined-- , --undefined-- ,0,of locally unvoiced frames: 0   (0 / 52),0,0,of voice breaks: 0   (0 seconds / 0 seconds), --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined--, --undefined-- , --undefined-- , --undefined-- , --undefined-- ,0.907,0.122,13.094,766.517,1647.163,2567.789,3701.808
đà ,0.211,70.755,-11.656,124.511,125.878,3.372,122.229,133.496,25,24,7.942,0.26,0,of locally unvoiced frames: 0   (0 / 43),0,0,of voice breaks: 0   (0 seconds / 0.211135 seconds),0.796,63.211,0.275,0.161,5.431,0.51,1.671,2.643,3.445,0.92,0.105,13.99,766.517,1647.163,2567.789,3701.808
đá ,0.237,73.099,-11.818,125.183,128.09,7.284,120.397,144.591,1,0, --undefined-- , --undefined-- ,0,of locally unvoiced frames: 0   (0 / 49),0,0,of voice breaks: 0   (0 seconds / 0 seconds), --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined--, --undefined-- , --undefined-- , --undefined-- , --undefined-- ,0.859,0.188,9.758,807.165,1607.703,2712.737,3488.775
đá ,0.227,71.502,-11.818,122.866,124.97,6.226,118.214,138.983,27,26,7.938,0.46,0,of locally unvoiced frames: 0   (0 / 47),0,0,of voice breaks: 0   (0 seconds / 0.226683 seconds),1.548,122.862,0.549,0.442,5.789,0.581,2.35,2.697,3.286,0.842,0.212,8.531,807.165,1607.703,2712.737,3488.775
đa ,0.219,72.538,-10.277,146.642,146.636,1.548,144.311,151.937,1,0, --undefined-- , --undefined-- ,0,of locally unvoiced frames: 0   (0 / 45),0,0,of voice breaks: 0   (0 seconds / 0 seconds), --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined--, --undefined-- , --undefined-- , --undefined-- , --undefined-- ,0.933,0.081,14.596,776.832,1613.734,2438.855,3495.674
đa ,0.223,71.314,-10.277,143.371,142.966,1.433,139.975,145.064,29,28,6.987,0.086,0,of locally unvoiced frames: 0   (0 / 46),0,0,of voice breaks: 0   (0 seconds / 0.223400 seconds),0.719,50.203,0.345,0.329,4.035,0.364,2.068,2.944,2.718,0.931,0.086,15.187,776.832,1613.734,2438.855,3495.674
